California,Colorado,Connecticut,Delaware,Hawaii,Illinois,Kansas,Kentucky,Louisiana,Maine,Michigan,Minnesota,Montana,Nevada,New Jersey,New Mexico,New York,North Carolina,Oregon,Pennsylvania,Rhode Island,Virginia,Washington,Wisconsin
2290.0,182.0,124.0,30.0,1.0,1473.0,175.0,308.0,236.0,18.0,296.0,338.0,3.0,142.0,333.0,122.0,712.0,918.0,116.0,431.0,201.0,570.0,529.0,211.0
2958.0,164.0,87.0,48.0,6.0,778.0,62.0,190.0,562.0,18.0,279.0,299.0,6.0,231.0,299.0,43.0,690.0,812.0,97.0,532.0,49.0,487.0,203.0,274.0
2894.0,151.0,168.0,36.0,3.0,568.0,145.0,138.0,418.0,31.0,187.0,366.0,7.0,170.0,550.0,145.0,664.0,912.0,75.0,446.0,65.0,439.0,144.0,2656.0
3570.0,148.0,114.0,50.0,7.0,842.0,53.0,99.0,442.0,30.0,250.0,447.0,2.0,248.0,470.0,118.0,724.0,1430.0,151.0,534.0,106.0,470.0,232.0,320.0
3576.0,175.0,228.0,67.0,14.0,758.0,168.0,224.0,523.0,54.0,254.0,479.0,10.0,240.0,348.0,158.0,821.0,1732.0,139.0,634.0,85.0,564.0,404.0,322.0
3149.0,195.0,305.0,56.0,17.0,628.0,43.0,253.0,1288.0,36.0,143.0,377.0,15.0,288.0,441.0,95.0,912.0,1444.0,156.0,410.0,0.0,658.0,344.0,293.0
2519.0,113.0,94.0,35.0,5.0,602.0,52.0,47.0,336.0,36.0,222.0,299.0,13.0,207.0,276.0,102.0,694.0,1288.0,101.0,313.0,0.0,637.0,215.0,281.0
2709.0,169.0,147.0,76.0,8.0,528.0,269.0,211.0,552.0,17.0,56.0,222.0,8.0,117.0,222.0,122.0,623.0,1058.0,184.0,386.0,146.0,380.0,442.0,223.0
3469.0,143.0,114.0,63.0,4.0,619.0,53.0,36.0,534.0,9.0,164.0,189.0,5.0,357.0,323.0,88.0,630.0,848.0,277.0,390.0,71.0,445.0,372.0,299.0
4250.0,231.0,80.0,41.0,4.0,550.0,232.0,291.0,928.0,17.0,228.0,415.0,16.0,179.0,277.0,132.0,561.0,1037.0,120.0,310.0,49.0,444.0,321.0,338.0
3754.0,228.0,11.0,55.0,18.0,665.0,85.0,201.0,760.0,42.0,286.0,379.0,25.0,312.0,404.0,88.0,626.0,1284.0,148.0,393.0,56.0,463.0,393.0,444.0
3708.0,286.0,117.0,112.0,27.0,836.0,282.0,238.0,-879.0,35.0,320.0,356.0,11.0,361.0,389.0,107.0,794.0,1588.0,206.0,508.0,68.0,555.0,382.0,302.0
4011.0,162.0,158.0,70.0,14.0,618.0,50.0,171.0,870.0,25.0,421.0,436.0,32.0,452.0,338.0,170.0,707.0,1626.0,90.0,390.0,0.0,650.0,421.0,401.0
3953.0,190.0,40.0,94.0,11.0,619.0,40.0,119.0,393.0,19.0,152.0,453.0,19.0,259.0,308.0,135.0,665.0,1214.0,276.0,346.0,0.0,551.0,331.0,284.0
5813.0,165.0,27.0,45.0,2.0,461.0,318.0,154.0,462.0,14.0,271.0,307.0,17.0,339.0,273.0,129.0,555.0,986.0,145.0,642.0,122.0,471.0,646.0,251.0
6419.0,188.0,117.0,27.0,3.0,667.0,83.0,250.0,1356.0,23.0,229.0,242.0,9.0,483.0,319.0,144.0,598.0,984.0,191.0,617.0,74.0,529.0,335.0,338.0
4850.0,262.0,14.0,42.0,14.0,743.0,451.0,199.0,882.0,23.0,338.0,297.0,23.0,402.0,158.0,152.0,575.0,1437.0,170.0,492.0,73.0,520.0,622.0,465.0
5524.0,324.0,81.0,91.0,15.0,910.0,97.0,271.0,938.0,53.0,448.0,360.0,37.0,451.0,2158.0,202.0,738.0,1277.0,124.0,455.0,34.0,432.0,598.0,552.0
5614.0,317.0,65.0,37.0,14.0,877.0,522.0,240.0,1354.0,32.0,314.0,493.0,26.0,448.0,388.0,216.0,804.0,1715.0,368.0,720.0,21.0,624.0,491.0,514.0
4426.0,226.0,147.0,74.0,6.0,724.0,38.0,304.0,0.0,52.0,329.0,417.0,23.0,1041.0,289.0,211.0,697.0,1457.0,158.0,450.0,0.0,677.0,542.0,517.0
5502.0,284.0,97.0,135.0,27.0,581.0,249.0,143.0,1467.0,37.0,240.0,516.0,11.0,787.0,309.0,190.0,624.0,1468.0,247.0,385.0,0.0,489.0,310.0,481.0
7040.0,205.0,59.0,150.0,1.0,768.0,552.0,177.0,840.0,28.0,314.0,312.0,56.0,784.0,90.0,173.0,391.0,1506.0,146.0,768.0,103.0,453.0,695.0,387.0
8158.0,203.0,152.0,98.0,17.0,776.0,61.0,259.0,1014.0,34.0,494.0,442.0,48.0,611.0,395.0,165.0,458.0,1378.0,169.0,673.0,49.0,598.0,505.0,620.0
7611.0,314.0,58.0,36.0,8.0,880.0,513.0,198.0,2083.0,41.0,429.0,415.0,49.0,569.0,261.0,129.0,628.0,1753.0,274.0,638.0,40.0,416.0,717.0,584.0
8434.0,323.0,74.0,221.0,20.0,866.0,84.0,256.0,1383.0,34.0,574.0,494.0,67.0,720.0,430.0,244.0,872.0,1693.0,363.0,839.0,88.0,532.0,663.0,569.0
8100.0,272.0,71.0,192.0,28.0,886.0,789.0,285.0,1728.0,45.0,453.0,414.0,45.0,1007.0,386.0,256.0,919.0,1939.0,343.0,715.0,50.0,658.0,496.0,689.0
8878.0,293.0,0.0,73.0,24.0,858.0,150.0,54.0,0.0,24.0,396.0,0.0,39.0,793.0,291.0,287.0,725.0,1287.0,294.0,504.0,0.0,716.0,382.0,678.0
6411.0,200.0,0.0,132.0,24.0,579.0,124.0,3.0,1937.0,18.0,325.0,512.0,45.0,847.0,369.0,193.0,536.0,1360.0,300.0,481.0,0.0,639.0,669.0,507.0
6282.0,216.0,259.0,165.0,7.0,698.0,793.0,752.0,1101.0,8.0,376.0,433.0,37.0,412.0,209.0,251.0,516.0,1836.0,165.0,784.0,0.0,354.0,1049.0,568.0
9897.0,401.0,57.0,121.0,41.0,682.0,75.0,356.0,1936.0,17.0,608.0,564.0,78.0,918.0,267.0,220.0,590.0,1328.0,210.0,799.0,163.0,638.0,546.0,516.0
8538.0,468.0,75.0,48.0,23.0,945.0,650.0,384.0,1888.0,20.0,649.0,457.0,44.0,530.0,252.0,290.0,691.0,1477.0,212.0,831.0,50.0,635.0,598.0,692.0
7144.0,419.0,101.0,69.0,36.0,1133.0,224.0,345.0,1843.0,26.0,587.0,574.0,95.0,663.0,231.0,234.0,588.0,1913.0,371.0,817.0,39.0,613.0,708.0,832.0
