Alabama,Alaska,Arizona,Arkansas,Florida,Georgia,Idaho,Indiana,Iowa,Maryland,Massachusetts,Mississippi,Missouri,Nebraska,New Hampshire,North Dakota,Ohio,Oklahoma,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,West Virginia,Wyoming
221.0,26.0,573.0,358.0,1419.0,817.0,64.0,396.0,567.0,873.0,471.0,238.0,266.0,251.0,81.0,27.0,490.0,102.0,354.0,86.0,350.0,1784.0,300.0,36.0,25.0,6.0
315.0,23.0,1551.0,226.0,1305.0,752.0,57.0,494.0,389.0,917.0,494.0,209.0,229.0,262.0,77.0,39.0,476.0,97.0,448.0,30.0,425.0,1993.0,486.0,1.0,17.0,12.0
656.0,14.0,1148.0,450.0,1270.0,663.0,28.0,429.0,195.0,692.0,575.0,265.0,144.0,164.0,66.0,71.0,353.0,56.0,463.0,90.0,560.0,1754.0,522.0,19.0,17.0,6.0
457.0,9.0,1407.0,325.0,1180.0,428.0,14.0,400.0,267.0,494.0,304.0,236.0,326.0,91.0,24.0,45.0,365.0,91.0,370.0,71.0,452.0,871.0,218.0,17.0,8.0,8.0
425.0,19.0,837.0,314.0,966.0,624.0,44.0,225.0,317.0,431.0,190.0,498.0,174.0,118.0,36.0,19.0,361.0,55.0,514.0,33.0,406.0,1378.0,294.0,12.0,17.0,13.0
497.0,13.0,635.0,340.0,1096.0,774.0,29.0,432.0,160.0,519.0,263.0,341.0,237.0,136.0,53.0,21.0,325.0,158.0,428.0,52.0,648.0,1945.0,261.0,9.0,18.0,10.0
567.0,22.0,1585.0,288.0,1371.0,696.0,36.0,312.0,462.0,571.0,267.0,374.0,266.0,137.0,46.0,40.0,413.0,116.0,531.0,81.0,514.0,2500.0,343.0,11.0,14.0,10.0
856.0,24.0,1544.0,448.0,1698.0,867.0,41.0,417.0,370.0,709.0,511.0,0.0,262.0,290.0,31.0,39.0,429.0,146.0,682.0,61.0,387.0,2001.0,384.0,15.0,24.0,29.0
865.0,22.0,1642.0,731.0,1902.0,869.0,51.0,400.0,352.0,439.0,392.0,608.0,187.0,198.0,42.0,36.0,420.0,222.0,729.0,77.0,452.0,2259.0,315.0,9.0,32.0,18.0
891.0,34.0,1606.0,548.0,2581.0,977.0,45.0,421.0,337.0,673.0,336.0,257.0,216.0,121.0,48.0,42.0,424.0,225.0,785.0,91.0,398.0,2089.0,380.0,6.0,25.0,23.0
1014.0,12.0,1180.0,406.0,2016.0,696.0,14.0,366.0,167.0,393.0,208.0,168.0,57.0,101.0,19.0,22.0,300.0,158.0,841.0,65.0,558.0,1422.0,252.0,2.0,16.0,10.0
657.0,4.0,1052.0,416.0,1758.0,631.0,59.0,521.0,151.0,325.0,87.0,283.0,328.0,125.0,27.0,21.0,428.0,186.0,585.0,30.0,771.0,2184.0,444.0,3.0,32.0,19.0
640.0,13.0,2293.0,274.0,2783.0,797.0,71.0,358.0,153.0,351.0,195.0,353.0,218.0,171.0,19.0,23.0,434.0,228.0,614.0,38.0,678.0,4247.0,320.0,0.0,19.0,10.0
400.0,25.0,1861.0,415.0,2610.0,915.0,91.0,256.0,353.0,561.0,266.0,489.0,221.0,195.0,72.0,43.0,412.0,258.0,561.0,84.0,489.0,3493.0,387.0,0.0,35.0,25.0
894.0,19.0,2572.0,322.0,3207.0,823.0,110.0,444.0,343.0,274.0,271.0,381.0,337.0,189.0,14.0,29.0,700.0,451.0,992.0,59.0,492.0,3211.0,551.0,5.0,42.0,30.0
796.0,26.0,3183.0,703.0,3822.0,1077.0,127.0,321.0,465.0,311.0,228.0,0.0,292.0,176.0,36.0,33.0,609.0,352.0,1083.0,49.0,999.0,4645.0,570.0,9.0,50.0,29.0
547.0,24.0,3284.0,511.0,4049.0,1552.0,135.0,334.0,128.0,415.0,286.0,0.0,375.0,116.0,32.0,25.0,531.0,331.0,1155.0,67.0,620.0,4272.0,588.0,3.0,32.0,6.0
472.0,14.0,2468.0,419.0,3494.0,824.0,19.0,361.0,468.0,338.0,125.0,0.0,397.0,103.0,26.0,37.0,546.0,478.0,907.0,72.0,496.0,3292.0,394.0,12.0,43.0,18.0
433.0,10.0,2101.0,522.0,2926.0,1212.0,242.0,213.0,197.0,299.0,149.0,1265.0,181.0,147.0,14.0,25.0,729.0,218.0,1008.0,29.0,536.0,4760.0,468.0,4.0,28.0,33.0
643.0,36.0,3630.0,595.0,3286.0,1872.0,145.0,258.0,253.0,400.0,229.0,611.0,415.0,134.0,13.0,7.0,590.0,295.0,912.0,27.0,763.0,5080.0,419.0,1.0,22.0,24.0
967.0,21.0,1810.0,697.0,5511.0,1713.0,238.0,293.0,427.0,332.0,172.0,526.0,330.0,129.0,27.0,44.0,632.0,481.0,1284.0,66.0,804.0,6584.0,461.0,20.0,36.0,28.0
1142.0,45.0,3090.0,687.0,5004.0,1506.0,219.0,519.0,487.0,463.0,226.0,1092.0,598.0,126.0,40.0,32.0,892.0,438.0,1125.0,60.0,873.0,5473.0,629.0,7.0,64.0,44.0
977.0,30.0,3379.0,678.0,8942.0,1746.0,280.0,490.0,444.0,307.0,233.0,550.0,491.0,178.0,33.0,28.0,987.0,396.0,1313.0,56.0,1107.0,5799.0,674.0,7.0,36.0,42.0
900.0,26.0,3476.0,570.0,9585.0,1524.0,170.0,438.0,375.0,328.0,373.0,465.0,342.0,251.0,46.0,37.0,817.0,299.0,1604.0,91.0,1011.0,6057.0,517.0,2.0,52.0,24.0
358.0,33.0,3809.0,508.0,8530.0,1734.0,224.0,364.0,317.0,328.0,224.0,368.0,345.0,125.0,30.0,37.0,854.0,302.0,1381.0,55.0,132.0,3798.0,420.0,2.0,50.0,25.0
1734.0,25.0,641.0,439.0,5266.0,2016.0,227.0,299.0,354.0,477.0,101.0,669.0,494.0,164.0,13.0,44.0,737.0,228.0,1324.0,35.0,1443.0,6319.0,663.0,6.0,38.0,33.0
870.0,47.0,4797.0,520.0,6093.0,2464.0,354.0,370.0,278.0,315.0,114.0,680.0,527.0,130.0,22.0,37.0,743.0,585.0,1755.0,48.0,1427.0,7947.0,546.0,0.0,35.0,37.0
917.0,42.0,4753.0,420.0,6563.0,2309.0,255.0,376.0,466.0,350.0,261.0,652.0,320.0,131.0,20.0,39.0,1076.0,355.0,1520.0,62.0,1545.0,8123.0,500.0,2.0,75.0,27.0
1149.0,50.0,3343.0,878.0,10109.0,2886.0,309.0,437.0,641.0,513.0,195.0,870.0,490.0,151.0,20.0,42.0,1301.0,427.0,1782.0,67.0,1816.0,7434.0,602.0,17.0,74.0,36.0
1754.0,60.0,4399.0,547.0,9488.0,2604.0,346.0,546.0,372.0,407.0,290.0,914.0,535.0,184.0,35.0,65.0,1091.0,526.0,1831.0,85.0,1706.0,7158.0,604.0,9.0,73.0,32.0
997.0,55.0,2722.0,587.0,11458.0,2513.0,397.0,529.0,536.0,302.0,210.0,990.0,441.0,166.0,14.0,57.0,926.0,580.0,1854.0,50.0,1350.0,6289.0,647.0,2.0,79.0,24.0
1091.0,32.0,3510.0,605.0,10059.0,1897.0,368.0,575.0,445.0,233.0,136.0,226.0,273.0,111.0,26.0,37.0,968.0,283.0,1461.0,35.0,1133.0,4430.0,288.0,11.0,130.0,28.0
925.0,30.0,3416.0,439.0,6336.0,1526.0,423.0,357.0,152.0,540.0,163.0,357.0,516.0,115.0,17.0,33.0,805.0,434.0,1533.0,42.0,1144.0,9213.0,648.0,2.0,107.0,41.0
907.0,22.0,3617.0,259.0,7347.0,2692.0,360.0,299.0,389.0,489.0,201.0,957.0,716.0,153.0,18.0,45.0,948.0,858.0,972.0,58.0,1134.0,9814.0,550.0,3.0,63.0,36.0
1177.0,49.0,3551.0,734.0,9989.0,2831.0,422.0,450.0,563.0,469.0,264.0,674.0,777.0,232.0,20.0,72.0,1277.0,673.0,1557.0,79.0,2113.0,9952.0,718.0,2.0,202.0,29.0
2212.0,49.0,4006.0,806.0,8935.0,2155.0,527.0,520.0,535.0,582.0,295.0,703.0,950.0,221.0,21.0,99.0,1150.0,603.0,1782.0,94.0,1775.0,9498.0,711.0,16.0,119.0,34.0
